qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level
895,건강 상식·오해,계란 노른자가 콜레스테롤에 해롭다?,"[""매우 해롭다"",""건강한 사람은 적당량 섭취 시 크게 영향 없다"",""노른자는 먹으면 안 된다"",""흰자만 먹어야 한다""]",1,식이 콜레스테롤의 영향은 제한적입니다.,건강한 성인은 계란을 하루 1-2개 먹어도 큰 영향이 없습니다.,보통,2
896,건강 상식·오해,유기농 식품이 더 영양가 있나요?,"[""훨씬 영양가 있다"",""영양 차이는 크지 않으며 농약 잔류가 적을 수 있다"",""유기농만 먹어야 한다"",""일반 식품은 해롭다""]",1,영양 차이에 대한 연구 결과는 엇갈립니다.,유기농과 일반 식품의 영양 차이는 크지 않다는 연구가 많습니다.,보통,2
897,건강 상식·오해,아침 식사를 꼭 해야 하나요?,"[""무조건 해야 한다"",""개인 생활 패턴에 따라 다르다"",""아침을 먹어야 건강하다"",""아침을 거르면 병이 난다""]",1,개인차가 있습니다.,아침 식사 필요성은 개인의 생활 패턴과 건강 상태에 따라 다릅니다.,보통,2
898,건강 상식·오해,목이 마르면 이미 탈수인가요?,"[""아니다"",""갈증은 탈수가 시작된 신호다"",""갈증과 탈수는 무관하다"",""목이 마르면 괜찮다""]",1,갈증은 탈수의 초기 신호입니다.,갈증을 느끼면 이미 탈수가 시작된 것이니 수분을 섭취하세요.,쉬움,1
899,건강 상식·오해,밤에 먹으면 더 살이 찐다?,"[""밤에 먹으면 살이 찐다"",""총 섭취 칼로리가 중요하며 시간은 덜 중요"",""밤에 절대 먹으면 안 된다"",""아침에만 먹어야 한다""]",1,총 칼로리가 더 중요합니다.,체중 증가는 먹는 시간보다 총 섭취 칼로리와 관련이 큽니다.,보통,2
900,건강 상식·오해,빨간색 고기가 암을 유발하나요?,"[""무조건 유발한다"",""과다 섭취 시 대장암 위험이 높아질 수 있다"",""고기는 안 먹어야 한다"",""고기는 안전하다""]",1,적정량 섭취가 중요합니다.,가공육과 붉은 고기 과다 섭취는 대장암 위험을 높일 수 있습니다.,보통,2
901,건강검진·의료,건강검진 받는 주기는?,"[""필요 없다"",""일반적으로 1-2년에 한 번 권장"",""10년에 한 번"",""아플 때만""]",1,정기 검진이 중요합니다.,일반적으로 1-2년에 한 번 건강검진을 받는 것이 좋습니다.,쉬움,1
902,건강검진·의료,위내시경 검사 권장 시기는?,"[""필요 없다"",""40세 이상 2년마다 권장"",""증상 있을 때만"",""60세 이후""]",1,위암 조기 발견에 중요합니다.,40세 이상은 2년마다 위내시경 검사를 받으세요.,보통,2
903,건강검진·의료,대장내시경 검사 권장 시기는?,"[""필요 없다"",""50세 이상 5-10년마다 권장"",""증상 있을 때만"",""매년""]",1,대장암 조기 발견에 중요합니다.,50세 이상은 대장내시경을 정기적으로 받으세요.,보통,2
904,건강검진·의료,공복 혈당 정상 수치는?,"[""150 이하"",""100 mg/dL 미만이 정상"",""200 이하"",""상관없다""]",1,혈당 관리가 중요합니다.,공복 혈당 100 mg/dL 미만이 정상입니다.,보통,2
905,건강검진·의료,혈압 정상 수치는?,"[""160/100 이하"",""120/80 mmHg 미만이 정상"",""140/90이 정상"",""상관없다""]",1,혈압 관리가 중요합니다.,혈압 120/80 mmHg 미만이 정상 혈압입니다.,쉬움,1
906,건강검진·의료,BMI(체질량지수) 정상 범위는?,"[""30 이상"",""18.5-24.9가 정상"",""25 이상"",""상관없다""]",1,BMI로 비만도를 평가합니다.,BMI 18.5-24.9가 정상 체중 범위입니다.,쉬움,1
907,건강검진·의료,콜레스테롤 검사에서 LDL은?,"[""좋은 콜레스테롤"",""나쁜 콜레스테롤로 낮을수록 좋다"",""높을수록 좋다"",""상관없다""]",1,LDL이 혈관에 쌓입니다.,LDL은 나쁜 콜레스테롤로 130 mg/dL 미만이 좋습니다.,보통,2
908,건강검진·의료,HDL 콜레스테롤은?,"[""나쁜 콜레스테롤"",""좋은 콜레스테롤로 40 이상이 좋다"",""낮을수록 좋다"",""상관없다""]",1,HDL은 혈관 청소 역할을 합니다.,HDL은 좋은 콜레스테롤로 40 mg/dL 이상이 좋습니다.,보통,2
909,건강검진·의료,당화혈색소(HbA1c)는 무엇을 나타내나요?,"[""현재 혈당"",""최근 2-3개월간 평균 혈당 수치"",""콜레스테롤"",""혈압""]",1,장기적인 혈당 관리를 평가합니다.,HbA1c는 최근 2-3개월간 평균 혈당을 반영합니다.,어려움,3
910,건강검진·의료,간수치(AST, ALT)가 높으면?,"[""건강하다"",""간에 이상이 있을 수 있다"",""상관없다"",""좋은 신호다""]",1,간 손상 시 수치가 올라갑니다.,간수치가 높으면 간 기능에 문제가 있을 수 있습니다.,보통,2
911,건강검진·의료,크레아티닌 수치는 어떤 기능을 평가하나요?,"[""간 기능"",""신장(콩팥) 기능"",""심장 기능"",""폐 기능""]",1,크레아티닌은 신장에서 배출됩니다.,크레아티닌 수치로 신장 기능을 평가합니다.,보통,2
912,건강검진·의료,갑상선 기능 검사 항목은?,"[""혈당"",""TSH, T3, T4"",""콜레스테롤"",""혈압""]",1,갑상선 호르몬 수치를 확인합니다.,TSH, T3, T4로 갑상선 기능을 평가합니다.,보통,2
913,건강검진·의료,소변 검사로 알 수 있는 것은?,"[""심장 기능"",""당뇨, 신장 질환, 요로 감염 등"",""폐 기능"",""뇌 기능""]",1,소변에 여러 건강 정보가 담겨 있습니다.,소변 검사로 당뇨, 신장 문제, 감염 등을 확인할 수 있습니다.,쉬움,1
914,건강검진·의료,흉부 X-ray로 확인하는 것은?,"[""위장 상태"",""폐와 심장 이상"",""간 상태"",""신장 상태""]",1,흉부 영상을 촬영합니다.,흉부 X-ray로 폐렴, 결핵, 심장비대 등을 확인합니다.,쉬움,1
915,건강검진·의료,복부 초음파로 확인하는 것은?,"[""뇌"",""간, 담낭, 췌장, 신장 등 복부 장기"",""심장"",""폐""]",1,복부 장기를 확인합니다.,복부 초음파로 간, 담낭, 췌장, 신장 등을 확인합니다.,쉬움,1
916,건강검진·의료,유방 촬영(맘모그래피) 권장 대상은?,"[""20대 여성"",""40세 이상 여성에게 2년마다 권장"",""남성"",""필요 없다""]",1,유방암 조기 발견에 중요합니다.,40세 이상 여성은 2년마다 유방 촬영을 받으세요.,보통,2
917,건강검진·의료,자궁경부암 검사 방법은?,"[""혈액 검사"",""자궁경부 세포 검사(Pap smear)"",""소변 검사"",""X-ray""]",1,자궁경부 세포를 채취해 검사합니다.,성 경험 있는 여성은 정기적으로 자궁경부암 검사를 받으세요.,보통,2
918,건강검진·의료,전립선특이항원(PSA) 검사는?,"[""여성 검사"",""전립선암 선별을 위한 혈액 검사"",""간 검사"",""당뇨 검사""]",1,전립선암 조기 발견에 사용됩니다.,50세 이상 남성은 PSA 검사를 고려하세요.,보통,2
919,건강검진·의료,골밀도 검사 권장 대상은?,"[""젊은 남성"",""65세 이상 여성, 폐경 후 골다공증 위험 요인이 있는 여성"",""20대"",""필요 없다""]",1,골다공증 진단에 필요합니다.,65세 이상 여성은 골밀도 검사를 받으세요.,보통,2
920,건강검진·의료,심전도(ECG) 검사로 알 수 있는 것은?,"[""폐 기능"",""심장 리듬과 전기적 활동 이상"",""간 기능"",""신장 기능""]",1,심장의 전기 신호를 측정합니다.,심전도로 부정맥, 심근경색 등 심장 이상을 확인합니다.,보통,2
921,생활건강·습관,하루 권장 수면 시간은?,"[""4-5시간"",""성인 기준 7-9시간"",""10시간 이상"",""상관없다""]",1,수면은 건강에 필수적입니다.,성인은 하루 7-9시간 수면이 권장됩니다.,쉬움,1
922,생활건강·습관,하루 권장 물 섭취량은?,"[""1컵"",""약 2리터(8잔 정도)"",""5리터"",""물은 안 마셔도 된다""]",1,수분 보충이 중요합니다.,하루에 약 2리터(8잔)의 물을 마시는 것이 좋습니다.,쉬움,1
923,생활건강·습관,성인 주당 권장 운동 시간은?,"[""운동 안 해도 된다"",""중강도 150분 또는 고강도 75분"",""30분"",""매일 3시간""]",1,규칙적인 운동이 건강에 좋습니다.,주당 중강도 150분 이상 운동이 권장됩니다.,보통,2
924,생활건강·습관,하루 권장 나트륨 섭취량은?,"[""상관없다"",""2000mg 미만(소금 5g)"",""10000mg"",""나트륨은 많을수록 좋다""]",1,과다 나트륨은 혈압을 높입니다.,하루 나트륨 섭취량은 2000mg 미만이 좋습니다.,보통,2
925,생활건강·습관,금연 후 건강 회복 시기는?,"[""회복 안 된다"",""금연 직후부터 서서히 회복이 시작된다"",""10년 후"",""평생 손상된다""]",1,금연 효과는 빠르게 나타납니다.,금연 20분 후부터 혈압이 정상화되기 시작합니다.,쉬움,1
926,생활건강·습관,적정 음주량은?,"[""많을수록 좋다"",""남성 2잔, 여성 1잔 이하 권장"",""매일 5잔"",""음주는 건강에 좋다""]",1,과음은 건강에 해롭습니다.,적정 음주량은 남성 2잔, 여성 1잔 이하입니다.,쉬움,1
927,생활건강·습관,장시간 앉아 있을 때 건강 관리는?,"[""계속 앉아 있는다"",""1시간마다 일어나 스트레칭"",""앉는 건 건강에 좋다"",""운동은 필요 없다""]",1,오래 앉아있으면 건강에 해롭습니다.,1시간마다 일어나서 움직이고 스트레칭하세요.,쉬움,1
928,생활건강·습관,건강한 체중 감량 속도는?,"[""한 달에 10kg"",""주당 0.5-1kg 감량이 적절"",""빠를수록 좋다"",""단식하면 된다""]",1,급격한 감량은 요요를 부릅니다.,주당 0.5-1kg 감량이 건강한 속도입니다.,보통,2
929,생활건강·습관,올바른 식사 속도는?,"[""빨리 먹을수록 좋다"",""천천히 씹어서 20분 이상 식사"",""5분 내에 끝낸다"",""속도는 상관없다""]",1,천천히 먹으면 포만감을 느낍니다.,20분 이상 천천히 씹어 먹으면 과식을 예방할 수 있습니다.,쉬움,1
930,생활건강·습관,올바른 양치질 시간은?,"[""10초"",""최소 2분 이상"",""30초"",""빨리 할수록 좋다""]",1,꼼꼼히 닦아야 합니다.,양치질은 2분 이상 꼼꼼히 하세요.,쉬움,1
931,생활건강·습관,손 씻기 적정 시간은?,"[""물로만 헹군다"",""비누로 20초 이상"",""5초"",""손은 안 씻어도 된다""]",1,20초는 생일 축하 노래 두 번 길이입니다.,비누로 20초 이상 손을 씻으면 세균을 효과적으로 제거합니다.,쉬움,1
932,생활건강·습관,적정 실내 온도는?,"[""30도"",""18-22도가 적절"",""15도 이하"",""상관없다""]",1,쾌적한 온도가 건강에 좋습니다.,실내 온도 18-22도가 쾌적하고 건강에 좋습니다.,쉬움,1
933,생활건강·습관,적정 실내 습도는?,"[""10%"",""40-60%가 적절"",""90%"",""상관없다""]",1,습도가 건강에 영향을 줍니다.,실내 습도 40-60%가 쾌적하고 건강에 좋습니다.,쉬움,1
934,생활건강·습관,컴퓨터 작업 시 눈 휴식법은?,"[""계속 화면을 본다"",""20-20-20 법칙(20분마다 20초간 20피트 멀리 보기)"",""휴식 불필요"",""눈은 피로해지지 않는다""]",1,눈 피로를 예방해야 합니다.,20분마다 20초간 6미터 멀리 보며 눈을 쉬게 하세요.,보통,2
935,생활건강·습관,올바른 수면 자세는?,"[""엎드려 잔다"",""등을 대고 눕거나 옆으로 눕는다"",""자세는 상관없다"",""앉아서 잔다""]",1,수면 자세가 건강에 영향을 줍니다.,등을 대고 눕거나 옆으로 누운 자세가 척추에 좋습니다.,쉬움,1
936,생활건강·습관,카페인 하루 권장량은?,"[""제한 없다"",""성인 400mg 이하(커피 4잔)"",""10잔 이상"",""카페인은 해롭지 않다""]",1,과다 카페인은 부작용이 있습니다.,성인 기준 하루 카페인 400mg 이하가 권장됩니다.,보통,2
937,생활건강·습관,올바른 모니터 높이는?,"[""아래에 두면 좋다"",""눈높이와 같거나 약간 아래"",""높을수록 좋다"",""상관없다""]",1,목에 무리가 가지 않아야 합니다.,모니터 상단이 눈높이와 같거나 약간 아래가 좋습니다.,쉬움,1
938,생활건강·습관,건강에 좋은 간식은?,"[""과자, 사탕"",""과일, 견과류"",""탄산음료"",""가공식품""]",1,영양가 있는 간식을 선택하세요.,과일, 견과류 등 건강한 간식을 선택하세요.,쉬움,1
939,생활건강·습관,스트레칭의 효과는?,"[""효과 없다"",""유연성 향상과 부상 예방"",""근육이 약해진다"",""피로해진다""]",1,스트레칭은 몸에 좋습니다.,규칙적인 스트레칭은 유연성을 높이고 부상을 예방합니다.,쉬움,1
940,생활건강·습관,건강한 아침 루틴은?,"[""바로 스마트폰을 본다"",""물 마시기, 스트레칭, 균형 잡힌 아침 식사"",""아침은 거른다"",""커피만 마신다""]",1,아침 습관이 하루에 영향을 줍니다.,아침에 물을 마시고 가벼운 스트레칭으로 시작하세요.,쉬움,1
941,생활건강·습관,규칙적인 생활의 중요성은?,"[""중요하지 않다"",""생체 리듬 유지와 건강 증진에 도움"",""불규칙한 게 좋다"",""규칙적이면 피곤하다""]",1,규칙적인 생활이 건강에 좋습니다.,규칙적인 수면과 식사 시간이 건강 유지에 도움이 됩니다.,쉬움,1
942,생활건강·습관,야외 활동의 건강 효과는?,"[""효과 없다"",""비타민 D 생성과 정신건강 향상"",""해로울 수 있다"",""실내가 더 좋다""]",1,햇빛과 자연이 건강에 좋습니다.,야외 활동은 비타민 D 생성과 스트레스 해소에 도움이 됩니다.,쉬움,1
943,생활건강·습관,족욕의 효과는?,"[""효과 없다"",""혈액 순환 촉진과 피로 해소"",""발에 해롭다"",""시간 낭비다""]",1,따뜻한 물이 순환을 돕습니다.,족욕은 혈액 순환을 돕고 피로를 풀어줍니다.,쉬움,1
944,생활건강·습관,바른 자세의 중요성은?,"[""자세는 상관없다"",""척추 건강과 통증 예방에 중요"",""편한 자세가 최고"",""구부정해도 된다""]",1,자세가 척추에 영향을 줍니다.,바른 자세를 유지하면 척추 통증을 예방할 수 있습니다.,쉬움,1
945,생활건강·습관,스크린 타임 관리가 필요한 이유는?,"[""필요 없다"",""눈 건강, 수면, 정신건강에 영향"",""많을수록 좋다"",""스크린은 해롭지 않다""]",1,과도한 스크린 시간은 해롭습니다.,스크린 타임을 관리하면 눈과 수면 건강에 도움이 됩니다.,보통,2
946,생활건강·습관,올바른 의자 앉기 자세는?,"[""다리를 꼬고 앉는다"",""허리를 펴고 발바닥을 바닥에 붙인다"",""의자 끝에 걸터앉는다"",""자세는 상관없다""]",1,바른 자세가 척추를 보호합니다.,허리를 펴고 엉덩이를 의자 깊숙이 넣어 앉으세요.,쉬움,1
947,생활건강·습관,저녁 늦게 카페인을 피해야 하는 이유는?,"[""상관없다"",""수면을 방해할 수 있다"",""저녁에 마셔야 효과가 좋다"",""카페인은 수면에 영향 없다""]",1,카페인은 6시간 정도 효과가 지속됩니다.,오후 늦게 카페인을 피하면 수면의 질이 좋아집니다.,쉬움,1
948,생활건강·습관,규칙적인 식사의 중요성은?,"[""중요하지 않다"",""소화 기능과 혈당 관리에 도움"",""불규칙해도 된다"",""한 끼만 먹어도 된다""]",1,규칙적인 식사가 건강에 좋습니다.,규칙적인 식사 시간은 소화와 혈당 관리에 도움이 됩니다.,쉬움,1
949,생활건강·습관,실내 환기의 중요성은?,"[""필요 없다"",""실내 공기질 개선과 감염 예방"",""창문은 닫아야 한다"",""환기는 해롭다""]",1,환기가 공기질을 개선합니다.,하루 2-3회 환기로 실내 공기를 깨끗하게 유지하세요.,쉬움,1
950,생활건강·습관,건강한 간식 시간은?,"[""식사 직후"",""식사와 식사 사이 2-3시간"",""자기 직전"",""시간 상관없다""]",1,간식도 적절한 시간이 있습니다.,식간에 건강한 간식을 섭취하면 과식을 예방합니다.,쉬움,1
951,생활건강·습관,하루에 채소 권장 섭취량은?,"[""안 먹어도 된다"",""5가지 이상 다양한 색의 채소 권장"",""한 가지만"",""채소는 필요 없다""]",1,채소는 비타민과 섬유질이 풍부합니다.,매일 다양한 색의 채소를 충분히 섭취하세요.,쉬움,1
952,생활건강·습관,체중계에 올라가는 적절한 시간은?,"[""언제든"",""아침 공복 시 같은 조건에서"",""식사 후"",""운동 후""]",1,일관된 조건에서 측정해야 합니다.,아침 공복에 같은 조건에서 측정하면 정확합니다.,쉬움,1
953,생활건강·습관,건강한 독서 자세는?,"[""누워서 읽는다"",""책을 눈높이에 두고 바른 자세로"",""엎드려 읽는다"",""자세는 상관없다""]",1,자세가 눈과 척추에 영향을 줍니다.,책을 눈높이에 두고 바른 자세로 읽으세요.,쉬움,1
954,생활건강·습관,운동 전 준비 운동이 필요한 이유는?,"[""필요 없다"",""부상 예방과 운동 효과 향상"",""시간 낭비다"",""바로 운동해도 된다""]",1,워밍업이 근육을 준비시킵니다.,운동 전 5-10분 준비 운동으로 부상을 예방하세요.,쉬움,1
955,생활건강·습관,운동 후 쿨다운이 필요한 이유는?,"[""필요 없다"",""심박수 안정과 근육 회복에 도움"",""바로 쉬면 된다"",""시간 낭비다""]",1,급격한 운동 중단은 좋지 않습니다.,운동 후 가벼운 스트레칭으로 마무리하세요.,쉬움,1
956,생활건강·습관,건강한 점심 식사 습관은?,"[""빨리 먹고 일한다"",""여유있게 씹으며 균형 잡힌 식사"",""점심을 거른다"",""간편식으로만 해결""]",1,점심도 건강하게 먹어야 합니다.,여유있게 균형 잡힌 점심을 드세요.,쉬움,1
957,생활건강·습관,머리 감는 적정 물 온도는?,"[""뜨거운 물"",""미지근한 물"",""찬물"",""상관없다""]",1,너무 뜨거우면 두피에 자극이 됩니다.,미지근한 물로 머리를 감으면 두피 건강에 좋습니다.,쉬움,1
958,생활건강·습관,건강한 저녁 식사 시간은?,"[""자기 직전"",""취침 2-3시간 전"",""시간 상관없다"",""밤 12시""]",1,늦은 식사는 소화에 부담을 줍니다.,취침 2-3시간 전에 저녁 식사를 마치세요.,쉬움,1
959,생활건강·습관,베개 높이의 중요성은?,"[""상관없다"",""목 건강에 영향을 주므로 적절한 높이 선택"",""높을수록 좋다"",""없는 게 좋다""]",1,베개 높이가 목에 영향을 줍니다.,자신의 체형에 맞는 높이의 베개를 선택하세요.,쉬움,1
960,생활건강·습관,일상에서 계단 이용의 효과는?,"[""효과 없다"",""심폐 기능 향상과 칼로리 소모"",""무릎에 해롭다"",""엘리베이터가 좋다""]",1,계단 오르기는 좋은 운동입니다.,계단 이용은 일상 속 간편한 운동이 됩니다.,쉬움,1
961,응급처치 복습,심폐소생술(CPR) 압박 속도는?,"[""분당 50회"",""분당 100-120회"",""분당 200회"",""천천히""]",1,빠르고 강하게 압박합니다.,CPR 시 분당 100-120회 속도로 압박하세요.,보통,2
962,응급처치 복습,심폐소생술 압박 깊이는?,"[""1-2cm"",""5-6cm(성인 기준)"",""10cm"",""살짝""]",1,충분히 깊이 눌러야 합니다.,성인 CPR 시 5-6cm 깊이로 압박하세요.,보통,2
963,응급처치 복습,자동제세동기(AED) 패드 부착 위치는?,"[""양쪽 팔"",""오른쪽 쇄골 아래, 왼쪽 옆구리"",""등에"",""아무 곳이나""]",1,심장에 전류가 통하도록 합니다.,오른쪽 쇄골 아래와 왼쪽 옆구리에 패드를 붙이세요.,보통,2
964,응급처치 복습,성인 하임리히법 손 위치는?,"[""가슴"",""배꼽과 명치 사이"",""등"",""목""]",1,상복부를 압박합니다.,배꼽과 명치 사이에 주먹을 대고 위로 밀어올리세요.,보통,2
965,응급처치 복습,지혈 시 직접 압박 시간은?,"[""1분"",""10분 이상 연속 압박"",""30초"",""잠깐""]",1,지속적인 압박이 필요합니다.,출혈 부위를 10분 이상 연속으로 압박하세요.,보통,2
966,응급처치 복습,화상 시 흐르는 물 온도는?,"[""뜨거운 물"",""시원한 물(얼음물 아님)"",""얼음물"",""상관없다""]",1,얼음물은 조직 손상을 줄 수 있습니다.,화상 부위를 시원한 물로 10-20분 식히세요.,쉬움,1
967,응급처치 복습,골절 환자 이동 전 해야 할 것은?,"[""뼈를 맞춘다"",""부목으로 고정한다"",""마사지한다"",""움직여 확인한다""]",1,움직이면 손상이 심해질 수 있습니다.,골절 부위를 부목으로 고정한 후 이동하세요.,보통,2
968,응급처치 복습,쇼크 환자 체위는?,"[""앉힌다"",""눕히고 다리를 올린다(복부/흉부 손상 제외)"",""서게 한다"",""상관없다""]",1,혈액이 심장으로 돌아오게 합니다.,쇼크 환자는 눕히고 다리를 30cm 정도 올리세요.,보통,2
969,응급처치 복습,의식 없는 환자의 기도 확보 방법은?,"[""목을 흔든다"",""머리 기울이기-턱 들어올리기"",""물을 마시게 한다"",""그대로 둔다""]",1,기도가 열려야 호흡이 가능합니다.,머리를 뒤로 젖히고 턱을 들어 기도를 확보하세요.,보통,2
970,응급처치 복습,외부 출혈 응급처치 순서는?,"[""지혈대부터 사용"",""직접 압박 → 거상 → 압박점 압박"",""물로 씻는다"",""상처를 벌린다""]",1,직접 압박이 우선입니다.,직접 압박으로 먼저 지혈을 시도하세요.,보통,2
971,응급처치 복습,열상(찢어진 상처) 응급처치는?,"[""상처를 벌린다"",""깨끗이 씻고 압박 지혈 후 병원"",""문지른다"",""그냥 둔다""]",1,감염 예방과 지혈이 중요합니다.,상처를 깨끗이 씻고 압박하여 지혈 후 병원에 가세요.,쉬움,1
972,응급처치 복습,눈에 화학물질이 들어갔을 때?,"[""눈을 비빈다"",""즉시 깨끗한 물로 15분 이상 씻는다"",""안약을 넣는다"",""기다린다""]",1,빨리 씻어내야 손상을 줄입니다.,화학물질이 눈에 들어가면 즉시 물로 씻고 병원에 가세요.,보통,2
973,응급처치 복습,발목 염좌 응급처치(RICE)에서 I는?,"[""운동(Intense exercise)"",""얼음찜질(Ice)"",""압박(Inject)"",""고정(Immobilize)""]",1,RICE: Rest, Ice, Compression, Elevation.,발목 염좌 시 얼음찜질로 붓기를 줄이세요.,쉬움,1
974,응급처치 복습,뇌졸중 의심 시 확인하는 FAST에서 S는?,"[""Skin"",""Speech(언어)"",""Sleep"",""Stomach""]",1,FAST: Face, Arm, Speech, Time.,언어 장애가 있는지 확인하세요.,보통,2
975,응급처치 복습,심장마비와 심정지의 차이는?,"[""같은 것이다"",""심장마비는 혈류 차단, 심정지는 심장 멈춤"",""차이 없다"",""심정지가 덜 심각하다""]",1,원인이 다릅니다.,심장마비는 혈류 문제, 심정지는 심장이 멈춘 상태입니다.,어려움,3
976,응급처치 복습,저체온증 응급처치로 피해야 할 것은?,"[""따뜻한 곳으로 이동"",""급격히 데우거나 술을 마시게 한다"",""젖은 옷 벗기기"",""따뜻한 음료 제공""]",1,급격한 온도 변화는 위험합니다.,저체온 환자를 서서히 따뜻하게 하고 술은 주지 마세요.,어려움,3
977,응급처치 복습,열사병과 열탈진의 차이는?,"[""같은 것"",""열사병은 체온 40도 이상으로 더 위험"",""열탈진이 더 심각"",""차이 없다""]",1,열사병이 더 응급입니다.,열사병은 체온이 40도 이상으로 의식 장애가 올 수 있어 더 위험합니다.,보통,2
978,응급처치 복습,아나필락시스의 주요 증상은?,"[""기침만"",""호흡곤란, 두드러기, 혈압 저하, 의식 저하"",""두통"",""설사""]",1,전신 알레르기 반응입니다.,심한 알레르기 반응은 호흡곤란과 혈압 저하를 동반합니다.,보통,2
979,응급처치 복습,당뇨 환자의 저혈당 응급 시 주의점은?,"[""인슐린을 준다"",""의식이 없으면 입으로 먹이지 않는다"",""물만 준다"",""운동시킨다""]",1,의식 없으면 기도로 넘어갈 수 있습니다.,의식이 없는 저혈당 환자에게 음식을 억지로 주지 마세요.,어려움,3
980,응급처치 복습,회복 자세(회복 체위)를 취하는 경우는?,"[""의식이 있을 때"",""의식 없고 호흡은 있는 환자"",""심정지 환자"",""모든 환자""]",1,의식 없이 호흡은 있을 때 사용합니다.,의식 없고 호흡이 있으면 옆으로 눕혀 기도를 확보하세요.,보통,2
981,응급처치 복습,목에 무언가 걸려 말을 못하면?,"[""물을 마시게 한다"",""기도폐쇄로 즉시 하임리히법 시행"",""기다린다"",""등만 두드린다""]",1,완전 기도폐쇄입니다.,말을 못하면 기도가 완전히 막힌 것이니 즉시 하임리히법을 시행하세요.,쉬움,1
982,응급처치 복습,영아(1세 미만)의 CPR 압박 위치는?,"[""배꼽"",""젖꼭지 연결선 바로 아래 가슴뼈"",""목"",""어깨""]",1,영아는 가슴 중앙을 두 손가락으로 압박합니다.,영아 CPR은 젖꼭지 연결선 바로 아래를 두 손가락으로 압박하세요.,어려움,3
983,응급처치 복습,가슴 압박과 인공호흡 비율(일반인)은?,"[""15:2"",""30:2"",""5:1"",""압박만""]",1,30번 압박 후 2번 호흡입니다.,일반인은 30:2 비율로 CPR을 시행하세요. 압박만도 효과적입니다.,보통,2
984,응급처치 복습,자동제세동기 사용 시 주의점은?,"[""젖은 상태로 사용"",""분석 중 환자를 만지지 않는다"",""계속 압박한다"",""옷을 입힌 채 사용""]",1,전기 충격 시 위험합니다.,AED 분석과 충격 시 환자에게서 손을 떼세요.,보통,2
985,응급처치 복습,심정지 인지 후 AED 도착까지 해야 할 것은?,"[""기다린다"",""가슴 압박을 계속한다"",""인공호흡만 한다"",""움직이지 않는다""]",1,가슴 압박이 혈액 순환을 유지합니다.,AED가 도착할 때까지 가슴 압박을 멈추지 마세요.,쉬움,1
986,건강 퀴즈 종합,건강의 3요소는?,"[""돈, 명예, 권력"",""운동, 영양, 휴식"",""직장, 가정, 친구"",""취미, 여행, 쇼핑""]",1,건강한 생활의 기본입니다.,운동, 영양, 충분한 휴식이 건강의 기본 요소입니다.,쉬움,1
987,건강 퀴즈 종합,손 씻기로 예방되는 질병 비율은?,"[""10%"",""약 50% 이상의 감염병 예방 가능"",""5%"",""효과 없다""]",1,손 씻기가 가장 효과적인 예방법입니다.,올바른 손 씻기로 많은 감염병을 예방할 수 있습니다.,쉬움,1
988,건강 퀴즈 종합,세계보건기구(WHO)가 권장하는 신체 활동은?,"[""주 30분"",""주 150분 이상의 중강도 활동"",""매일 3시간"",""운동 불필요""]",1,규칙적인 운동이 중요합니다.,WHO는 주 150분 이상의 중강도 신체 활동을 권장합니다.,보통,2
989,건강 퀴즈 종합,건강수명을 늘리는 방법은?,"[""아무것도 안 한다"",""규칙적 운동, 금연, 절주, 건강한 식단"",""약만 먹는다"",""병원만 자주 간다""]",1,생활습관이 가장 중요합니다.,건강한 생활습관이 건강수명을 늘리는 핵심입니다.,쉬움,1
990,건강 퀴즈 종합,암 예방 수칙으로 맞는 것은?,"[""흡연"",""금연, 절주, 균형 잡힌 식단, 운동, 검진"",""예방 불가"",""약만 먹는다""]",1,생활습관과 검진이 중요합니다.,금연, 절주, 건강한 식단, 운동, 정기 검진으로 암을 예방하세요.,쉬움,1
991,건강 퀴즈 종합,심혈관 질환 예방에 중요한 것은?,"[""흡연"",""금연, 운동, 건강한 식단, 스트레스 관리"",""예방 불가"",""술을 마신다""]",1,생활습관 개선이 핵심입니다.,심혈관 질환은 건강한 생활습관으로 많이 예방됩니다.,쉬움,1
992,건강 퀴즈 종합,건강한 노후를 위한 준비는?,"[""돈만 모은다"",""규칙적 운동, 사회 활동, 두뇌 훈련, 건강 관리"",""아무것도 안 한다"",""TV만 본다""]",1,젊을 때부터 준비해야 합니다.,건강한 노후를 위해 운동, 사회 활동, 건강 관리를 꾸준히 하세요.,보통,2
993,건강 퀴즈 종합,면역력을 높이는 방법은?,"[""항생제를 먹는다"",""충분한 수면, 균형 잡힌 식사, 스트레스 관리"",""면역력은 올릴 수 없다"",""보충제만 먹는다""]",1,건강한 생활습관이 면역력에 좋습니다.,충분한 수면과 영양, 스트레스 관리가 면역력을 높입니다.,쉬움,1
994,건강 퀴즈 종합,만성질환 관리의 핵심은?,"[""약만 먹는다"",""꾸준한 생활습관 관리와 정기 검진"",""관리 안 해도 된다"",""증상 없으면 괜찮다""]",1,지속적인 관리가 필요합니다.,만성질환은 약과 함께 생활습관 관리와 검진이 중요합니다.,보통,2
