qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level
113,식품 안전·보관,여러 번 식히고 데운 음식,"[""세균 위험이 커질 수 있다"", ""반복 가열할수록 안전"", ""상관없다"", ""겉면만 익히거나 따뜻하면 대체로 안전하다""]",2,"‘2시간 규칙’과 4℃ 이하 냉장, 교차오염 방지의 기본을 생각해 보세요.",재가열 사이 냉장 보관이 중요합니다.,쉬움,1
114,손 위생·소독제,상처 관리 원칙,"[""흙을 바른다"", ""깨끗이 씻고 건조·청결 유지(필요 시 멸균 거즈)"", ""공기에 항상 노출"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,손 위생·마스크·온도/시간/교차오염 등 기본 위생 원칙을 떠올리세요.,감염 예방이 핵심입니다.,쉬움,1
115,감염병·손위생,손소독제 vs 비누·물,"[""손이 심하게 더러워도 소독제면 충분"", ""오염이 심하면 비누·물로 씻기가 우선"", ""항상 동일"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,"알코올 60% 이상 제품을 사용하고, 마를 때까지 문지르는 것이 핵심입니다.",소독제는 보조입니다.,쉬움,1
116,연령·상황별 안전,스트레스 관리로 도움 될 수 있는 것은?,"[""호흡·운동·수면 관리"", ""방법이 전혀 없다"", ""단 음료로 해결"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,기본 생활습관이 큰 비중을 차지합니다.,쉬움,1
117,연령·상황별 안전,우울·불안이 지속될 때,"[""숨기고 버틴다"", ""전문가 상담을 고려한다"", ""시간이 해결"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,조기 도움 요청이 중요합니다.,쉬움,1
118,연령·상황별 안전,자살 신호가 걱정될 때,"[""혼자 판단"", ""즉시 도움 요청·상담기관 연결"", ""비밀 유지"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,생명 안전이 최우선입니다.,쉬움,1
119,연령·상황별 안전,취침 전 스마트폰(블루라이트) 사용,"[""수면에 무관"", ""수면을 방해할 수 있다"", ""오히려 숙면"", ""취침 직전 밝은 화면을 보면 쉽게 잠든다""]",2,취침 1시간 전 스크린 타임을 줄이면 수면 질이 좋아집니다.,각성·멜라토닌 억제가 생길 수 있어요.,쉬움,1
120,연령·상황별 안전,규칙적 운동의 효과,"[""기분·에너지·수면 개선에 도움"", ""기분만 나빠짐"", ""해롭다"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,가벼운 운동부터 시작해도 좋습니다.,보통,2
121,연령·상황별 안전,SNS를 오래 할수록,"[""반드시 건강에 좋다"", ""일부에서 불안·수면 방해 가능"", ""의학과 무관"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,사용 시간·방식의 균형이 필요합니다.,보통,2
122,연령·상황별 안전,알코올로 스트레스 해소,"[""건강한 방법"", ""일시적이나 악화·의존 위험"", ""무해"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,대체 전략을 찾는 것이 좋습니다.,보통,2
123,연령·상황별 안전,햇빛과 기분,"[""낮 시간 적정 노출이 기분에 도움"", ""해롭기만 하다"", ""밤 햇빛만 좋다"", ""전통요법을 먼저 시행하면 더 안전하다""]",1,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,과다 노출·화상은 주의하세요.,보통,2
124,연령·상황별 안전,호흡 연습,"[""복식·느린 호흡이 긴장 완화에 도움"", ""아무 효과 없음"", ""과호흡이 더 좋다"", ""전통요법을 먼저 시행하면 더 안전하다""]",1,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,쉽게 실천 가능한 기법입니다.,어려움,3
125,연령·상황별 안전,규칙적인 일정,"[""수면·식사 시간을 일정하게 유지"", ""무관"", ""매일 바꾸기"", ""전통요법을 먼저 시행하면 더 안전하다""]",1,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,생체리듬 안정에 도움됩니다.,어려움,3
126,치아·구강 응급·위생,치실/치간칫솔의 필요성,"[""양치만으로 충분"", ""치간 관리가 충치·잇몸병 예방에 도움"", ""단 음식으로 세척"", ""치실은 잇몸을 상하게 하므로 쓰지 않는 게 좋다""]",2,칫솔이 닿지 않는 틈을 치실/치간칫솔로 관리합니다.,칫솔이 닿지 않는 틈을 관리합니다.,보통,2
127,치아·구강 응급·위생,칫솔 관리,"[""젖은 채 밀폐 보관"", ""잘 말리고 정기적으로 교체"", ""함께 돌려쓴다"", ""칫솔은 1년 이상 사용해도 무방하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,세균 증식을 줄입니다.,보통,2
128,치아·구강 응급·위생,콘택트렌즈 사용,"[""착용한 채 수면 OK"", ""렌즈 착용 상태로 수영·샤워는 감염 위험"", ""수돗물에 보관"", ""렌즈 낀 채로 샤워해도 대부분 문제없다""]",2,렌즈 착용 상태에서 물 접촉은 감염 위험을 높입니다.,물 속 미생물에 감염될 수 있어요.,보통,2
129,치아·구강 응급·위생,자외선 차단,"[""흐린 날에도 필요할 수 있다"", ""햇빛 약하면 불필요"", ""실내에서는 절대 불필요"", ""흐린 날에는 차단제를 바를 필요가 전혀 없다""]",1,"충분량을 노출 15~30분 전에 바르고, 땀·물 후 재도포를 떠올리세요.",자외선은 구름을 통과합니다.,보통,2
130,치아·구강 응급·위생,피부 건조 관리,"[""뜨거운 물로 오래 샤워"", ""샤워 직후 보습제 도포가 도움"", ""비누로 과도하게 문지르기"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,수분 증발을 막는 타이밍이 중요합니다.,어려움,3
131,코피·비강 응급,자동심장충격기(AED) 패드 부착 위치로 옳은 것은?,"[""가슴 오른쪽 위/왼쪽 아래에 붙인다"", ""배에 나란히 붙인다"", ""등에만 붙인다"", ""머리를 뒤로 젖혀 피가 목으로 넘어가게 한다""]",1,패드는 우측 쇄골 아래와 좌측 겨드랑이 아래에 대각선으로 붙이는 원칙을 떠올리세요.,젖은 피부는 닦고 우측 쇄골 아래·좌측 겨드랑이 아래에 부착합니다.,보통,2
132,동물·곤충·뱀 사고,성인 심정지 가슴압박 깊이는?,"[""2~3cm"", ""5~6cm"", ""8~10cm"", ""독을 빼기 위해 상처를 칼로 절개해 짜낸다""]",2,"성인 가슴압박 깊이의 권장 범위를 기억해 보세요(너무 얕지도, 너무 깊지도 않게).",성인은 5~6cm 깊이로 100~120회/분이 권장됩니다.,보통,2
133,상처·지혈·골절,상처에 큰 유리 조각이 박혀 있다. 올바른 조치는?,"[""바로 뽑아낸다"", ""고정하고 출혈 압박, 의료기관 이동"", ""소독약을 붓는다"", ""통증이 줄 때까지 강하게 주무르면 정복된다""]",2,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.","임의 제거는 출혈·손상 악화 위험, 고정 후 진료가 안전합니다.",보통,2
134,기도폐쇄·질식,발목 염좌 직후의 찜질은?,"[""온찜질"", ""냉찜질(첫 24~48시간)"", ""마사지"", ""물 한 컵을 천천히 마시게 하면 해결된다""]",2,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.",초기에는 냉찜질·휴식·압박·거상이 기본입니다.,보통,2
135,화학물질·중독,임신부·비만 환자 기도폐쇄 시,"[""복부 밀치기를 한다"", ""흉부(가슴) 밀치기를 시행한다"", ""물을 마시게 한다"", ""물 한 컵을 천천히 마시게 하면 해결된다""]",2,"의식 있는 성인은 등 타격과 복부/흉부 밀치기 조합을, 영유아는 복부 밀치기를 피하는 점을 떠올리세요.",임신부·비만 환자는 가슴 밀치기가 권장됩니다.,보통,2
136,심혈관 응급,코피가 10~15분 압박해도 멈추지 않는다.,"[""눕고 머리를 젖힌다"", ""다시 10~15분 앞부분 압박하고 의료기관 상담"", ""솜을 깊숙이 넣는다"", ""머리를 뒤로 젖혀 피가 목으로 넘어가게 한다""]",2,피가 목으로 넘어가지 않도록 머리 방향과 ‘코 앞부분 압박’ 위치를 생각해 보세요.,"앞쪽 연부 압박 유지가 핵심, 지속 시 진료가 필요합니다.",보통,2
137,치아·구강 응급·위생,저혈당 의심(떨림·식은땀)이며 의식이 있다.,"[""당분 섭취(주스·사탕 등) 후 경과 관찰"", ""격한 운동"", ""물만 마신다"", ""전통요법을 먼저 시행하면 더 안전하다""]",1,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.",빠른 당 보충이 우선입니다(의식 저하 시 119).,어려움,3
138,온열·저체온,발작(경련) 목격 시 틀린 대처는?,"[""주변 위험물 치우기"", ""시간 측정"", ""스푼을 입에 넣기"", ""혀를 보호하려고 숟가락을 입에 넣어야 한다""]",3,"억지로 막거나 물건을 입에 넣지 말고, 주변 위험물 제거와 ‘시간 기록’이 핵심입니다.",입에 물건 넣기·억지 제압은 금지입니다.,보통,2
139,코피·비강 응급,벌 쏘임 후 전신 두드러기·호흡곤란이 나타난다.,"[""지켜본다"", ""온찜질"", ""즉시 119, 가능하면 에피네프린 자동주사"", ""머리를 뒤로 젖혀 피가 목으로 넘어가게 한다""]",3,긁기·자극은 2차 감염을 부를 수 있어요. 냉찜질·관찰 등 기본 대처를 떠올리세요.,아나필락시스 의심으로 지연 금지입니다.,어려움,3
140,동물·곤충·뱀 사고,피부에 ‘가루’ 형태의 화학물질이 묻었다.,"[""먼저 털어낸 뒤 물·비누로 씻는다"", ""오일을 바른다"", ""세게 문지른다"", ""독을 빼기 위해 상처를 칼로 절개해 짜낸다""]",1,"건조 화학물질은 먼저 털어내고, 물/비누로 충분히 씻는 것이 원칙입니다.",건조 화학물질은 털어낸 뒤 수세가 원칙입니다.,보통,2
141,상처·지혈·골절,화학물질이 눈에 튀었고 렌즈 착용 중이다.,"[""렌즈를 유지한 채 안약"", ""렌즈를 제거하며 15분 이상 세척"", ""눈을 비빈다"", ""수건으로 부드럽게만 닦으면 충분하다""]",2,핵심은 ‘지속 수세(최소 15분)’입니다. 렌즈는 어떻게 해야 할까요?,"지속 수세가 핵심, 렌즈는 제거합니다.",보통,2
142,기도폐쇄·질식,한쪽 얼굴·팔 마비와 발음 이상이 갑자기 생겼다.,"[""조금 쉬어 본다"", ""자가운전"", ""즉시 119(FAST 징후)"", ""물 한 컵을 천천히 마시게 하면 해결된다""]",3,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.","뇌졸중 의심, 시간 지연이 치명적입니다.",보통,2
143,화학물질·중독,의식 소실 후 깨어났고 정상 호흡이다.,"[""회복자세(옆으로 눕히기)"", ""물을 마시게 한다"", ""억지로 일으킨다"", ""전통요법을 먼저 시행하면 더 안전하다""]",1,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.",기도 확보와 흡인 예방을 위해 옆으로 눕힙니다.,보통,2
144,심혈관 응급,화상 직후 착용 중인 반지·시계는?,"[""그대로 둔다"", ""붙지 않았다면 즉시 제거"", ""연고 바르고 빼본다"", ""치약이나 된장을 얇게 바르면 열이 빠진다""]",2,"피부를 안전하게 식히는 표준 응급처치(미지근한 흐르는 물, 충분한 시간)를 떠올리세요. 바르는 민간요법은 피합니다.",붓기 전에 혈류 방해 물건 제거가 안전합니다.,보통,2
145,온열·저체온,두피가 찢어져 피가 난다.,"[""깨끗한 천으로 강하고 지속 압박"", ""상처를 문지른다"", ""머리를 젖힌다"", ""상처를 공기에 노출해 말리면 지혈된다""]",1,가장 효과적인 지혈은 ‘직접·강한·지속’ 압박입니다.,직접 압박 지혈이 기본입니다.,보통,2
146,코피·비강 응급,교통사고 후 목·등 통증 호소,"[""편하게 앉힌다"", ""머리·목 움직임 최소화, 119"", ""마사지한다"", ""머리를 뒤로 젖혀 피가 목으로 넘어가게 한다""]",2,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.",척추 손상 의심 시 고정·이동이 원칙입니다.,어려움,3
147,동물·곤충·뱀 사고,물에서 건져 올린 뒤 기침하며 호흡은 있다.,"[""배를 눌러 물을 뺀다"", ""호흡·의식 확인, 젖은 옷 제거·보온, 경과 관찰"", ""음료를 마시게 한다"", ""독을 빼기 위해 상처를 칼로 절개해 짜낸다""]",2,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.","호흡·보온 유지, 악화 시 119입니다.",보통,2
148,상처·지혈·골절,동상 의심 손가락 대처,"[""문지르지 말고 미지근한 물로 서서히 데우기"", ""뜨거운 물"", ""눈으로 문지르기"", ""통증이 줄 때까지 강하게 주무르면 정복된다""]",1,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.",급가온·마찰은 조직 손상을 악화시킵니다.,보통,2
149,기도폐쇄·질식,일산화탄소 중독 의심(두통·구토·다수 동시 증상),"[""잠시 누워 쉰다"", ""향초를 켠다"", ""즉시 환기·대피 후 119"", ""지사제와 항생제를 함께 복용하면 빨리 낫는다""]",3,"탈수 예방이 최우선인지, 증상만 멈추는 것이 우선인지 비교해 보세요.",무색무취 독성가스로 즉각 대피가 최우선입니다.,보통,2
150,화학물질·중독,정체 모를 액체를 마셨다.,"[""억지 토하기"", ""우유를 많이 마시기"", ""중독상담/119 연락, 라벨 정보 전달"", ""전통요법을 먼저 시행하면 더 안전하다""]",3,유도 구토는 금지입니다. 라벨 정보와 함께 전문가 지시를 받는 절차를 떠올리세요.,"유도 구토는 위험, 전문가 지시에 따릅니다.",보통,2
151,심혈관 응급,동물에 물렸다(피가 남).,"[""소금물"", ""흐르는 물+비누로 충분히 씻고 의료기관"", ""파스를 붙인다"", ""상처를 공기에 노출해 말리면 지혈된다""]",2,가장 효과적인 지혈은 ‘직접·강한·지속’ 압박입니다.,세척·예방접종 평가가 필요합니다.,보통,2
152,온열·저체온,심한 두통과 목 경직·고열 동반,"[""진통제만 먹고 버틴다"", ""응급평가 필요"", ""찜질만 한다"", ""화면은 낮을수록 좋으니 고개를 깊게 숙여 본다""]",2,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.",중증 감염·뇌막자극 가능성 평가가 필요합니다.,보통,2
153,동물·곤충·뱀 사고,발목을 접질렸고 체중 부하 불가,"[""집에서 며칠 지켜본다"", ""의료기관에서 영상·평가 고려"", ""온찜질"", ""독을 빼기 위해 상처를 칼로 절개해 짜낸다""]",2,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.",골절·심한 손상 가능성을 배제해야 합니다.,보통,2
154,상처·지혈·골절,녹슨 못에 깊게 찔렸다.,"[""소독만 하면 끝"", ""상처 세척 후 파상풍 예방상태 확인·진료"", ""파스를 붙인다"", ""통증이 줄 때까지 강하게 주무르면 정복된다""]",2,"지연을 줄이고 표준 응급 절차(119, 안전확보, 기본 처치)를 우선하세요.",파상풍 예방접종 여부 확인이 중요합니다.,보통,2
155,동물·곤충·뱀 사고,과일 섭취로 더 좋은 선택은?,"[""과일주스"", ""통과일(섬유 포함)"", ""과일맛 캔디"", ""독을 빼기 위해 상처를 칼로 절개해 짜낸다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,식이섬유·포만감 면에서 통과일이 유리합니다.,어려움,3
156,동물·곤충·뱀 사고,밤 늦은 과식·야식은,"[""수면에 도움"", ""소화·수면에 방해"", ""전혀 영향 없음"", ""독을 빼기 위해 상처를 칼로 절개해 짜낸다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,위장 부담과 수면의 질 저하가 생길 수 있어요.,어려움,3
157,상처·지혈·골절,수분 상태를 가늠하는 쉬운 방법은?,"[""구미 약 먹기"", ""소변색이 연하면 대체로 충분"", ""갈증 없으면 무조건 충분"", ""통증이 줄 때까지 강하게 주무르면 정복된다""]",2,노인은 갈증 인지가 떨어질 수 있어 소변량·입 마름 같은 객관적 신호를 보세요.,연한 색은 대체로 수분 충족 신호입니다.,어려움,3
158,상처·지혈·골절,일상 활동으로 권장되는 운동은?,"[""일주일에 한 번 과격 운동"", ""대부분 날 30분 이상 걷기"", ""운동은 필요 없음"", ""통증이 줄 때까지 강하게 주무르면 정복된다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,꾸준한 중등도 활동이 건강에 이롭습니다.,어려움,3
159,기도폐쇄·질식,운동 전 준비로 옳은 것은?,"[""바로 전력 질주"", ""가벼운 워밍업·준비운동"", ""장시간 스트레칭만"", ""물 한 컵을 천천히 마시게 하면 해결된다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,점진적 준비로 부상 예방에 도움이 됩니다.,보통,2
160,기도폐쇄·질식,취침 전 전자기기 사용은,"[""수면을 깊게 한다"", ""가급적 1시간 전 줄이는 게 도움"", ""완전히 무관"", ""물 한 컵을 천천히 마시게 하면 해결된다""]",2,취침 1시간 전 스크린 타임을 줄이면 수면 질이 좋아집니다.,블루라이트·각성이 수면을 방해합니다.,어려움,3
161,기도폐쇄·질식,당 음료 습관을 바꾸는 첫걸음,"[""제로음료만 마시기"", ""물·무가당 차로 대체"", ""그냥 반만 줄이기"", ""물 한 컵을 천천히 마시게 하면 해결된다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,숨은 당 섭취를 크게 줄일 수 있습니다.,어려움,3
162,화학물질·중독,변비 예방에 도움 되는 것은?,"[""섬유 줄이기"", ""식이섬유·수분·활동 늘리기"", ""무조건 지사제"", ""식이섬유를 줄이고 지사제만 먹으면 해결된다""]",2,식이섬유·수분·활동의 ‘3요소’를 점검해 보세요.,섬유+수분+움직임이 기본입니다.,보통,2
163,화학물질·중독,한 끼 식사 접시 구성의 기본,"[""고기 절반"", ""채소·과일을 접시의 절반"", ""소스 듬뿍"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,채소 중심 식단이 도움이 됩니다.,어려움,3
164,화학물질·중독,자외선 차단제 사용법으로 옳은 것은?,"[""외출 직전 살짝"", ""외출 15~30분 전 충분량 도포, 땀·물 접촉 시 덧바름"", ""흐린 날엔 불필요"", ""흐린 날에는 차단제를 바를 필요가 전혀 없다""]",2,"충분량을 노출 15~30분 전에 바르고, 땀·물 후 재도포를 떠올리세요.",충분량·재도포가 핵심입니다.,어려움,3
165,심혈관 응급,눈 피로 줄이는 습관,"[""계속 응시"", ""20-20-20 규칙(20분마다 20초, 6m 거리 바라보기)"", ""화면 밝기 최대"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,주기적 휴식이 눈의 부담을 줄입니다.,보통,2
166,심혈관 응급,노트북 사용 시 목·어깨 부담 줄이기,"[""화면을 낮춰 숙인다"", ""화면 눈높이·자세 자주 바꾸기"", ""소파에 비스듬히"", ""화면은 낮을수록 좋으니 고개를 깊게 숙여 본다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,자세·높이 조절이 통증 예방에 도움입니다.,어려움,3
167,심혈관 응급,감기약 2가지를 함께 복용하려면,"[""상관없다"", ""성분(특히 아세트아미노펜) 중복 여부 확인"", ""피곤하면 두 배"", ""증상이 좋아지면 항생제는 바로 중단해도 된다""]",2,감기의 주된 원인(바이러스 vs 세균)과 항생제가 작용하는 대상을 구분해 보세요.,성분 중복은 간·신장에 부담을 줄 수 있습니다.,어려움,3
168,온열·저체온,철분제 복용 팁,"[""우유·커피와 함께"", ""우유·커피는 피하고 지시에 따라 복용"", ""공복 고용량"", ""철분제는 우유와 함께 마실수록 흡수가 잘된다""]",2,우유·커피는 흡수를 방해할 수 있어요—복용 지시를 확인하세요.,일부 음료는 흡수 저해가 있을 수 있습니다.,보통,2
169,온열·저체온,점안제 사용 시 주의,"[""병 끝을 눈에 대야 한다"", ""병 끝이 눈·피부에 닿지 않게"", ""가족끼리 함께 사용"", ""병 끝이 눈에 닿아야 약이 잘 들어간다""]",2,병 끝이 눈·피부에 닿지 않게—오염을 막는 것이 핵심입니다.,오염을 막아 감염 위험을 줄입니다.,어려움,3
170,온열·저체온,‘이어 캔들’은 안전하고 효과적이다?,"[""그렇다"", ""권장되지 않는다"", ""귀지 제거 표준치료"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,성분·용량·상호작용·보관 원칙을 점검해 보세요.,화상·이물 위험 등 안전성 문제가 보고됩니다.,어려움,3
171,감염병·손위생,NSAIDs(이부프로펜 등) 복용 시,"[""공복 고용량 권장"", ""위·신장 질환자는 상담 후 복용"", ""물 없이 삼킨다"", ""공복에 고용량으로 먹어야 효과가 더 좋다""]",2,위장·신장 위험—식후 복용과 기저질환 상담 원칙을 떠올리세요.,위장 자극·신장 영향 가능성에 주의합니다.,보통,2
172,감염병·손위생,유통기한 지난 약 처리,"[""변기에 버린다"", ""약국·지자체 수거함 등 안전 폐기"", ""집안 쓰레기"", ""유통기한 지난 약은 효과가 더 강해진다""]",2,효과·안전성 불확실—수거함 등으로 안전하게 폐기합니다.,환경·안전 문제로 적절 폐기가 필요합니다.,보통,2
173,감염병·손위생,어린이 안전을 위한 약 보관,"[""식탁 위"", ""잠금장치·아이 손이 닿지 않는 곳"", ""장난감 옆"", ""겉면만 익히거나 따뜻하면 대체로 안전하다""]",2,"‘2시간 규칙’과 4℃ 이하 냉장, 교차오염 방지의 기본을 생각해 보세요.",오남용·사고 섭취를 예방합니다.,보통,2
174,감염병·손위생,약을 한 번 깜박했다.,"[""다음에 두 배로"", ""설명서대로 건너뛰고 다음 용량"", ""마음대로 조절"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,성분·용량·상호작용·보관 원칙을 점검해 보세요.,임의 증량은 부작용 위험을 높입니다.,보통,2
175,감염병·손위생,자몽주스와 약물,"[""전혀 영향 없음"", ""일부 약과 상호작용 가능"", ""건강에 최고"", ""자몽은 어떤 약과도 상호작용이 없다""]",2,일부 약 대사에 영향을 줍니다—라벨·복약지도를 확인하세요.,복약지도·라벨을 확인하세요.,어려움,3
176,감염병·손위생,항생제 복용 중 설사·발진 등 이상반응,"[""끝까지 참는다"", ""증상 기록 후 의료진 상담"", ""약을 임의로 바꾼다"", ""증상이 좋아지면 항생제는 바로 중단해도 된다""]",2,감기의 주된 원인(바이러스 vs 세균)과 항생제가 작용하는 대상을 구분해 보세요.,부작용·과민반응 가능성 평가가 필요합니다.,어려움,3
177,식품 안전·보관,올바른 손 씻기,"[""손바닥만"", ""손바닥·등·손가락 사이·손톱 밑까지 20초 이상"", ""물만 묻히기"", ""향 좋은 제품이면 시간은 중요하지 않다""]",2,손바닥·등·손가락 사이·손톱 밑까지 ‘20초 이상’ 문질러 씻는 절차를 떠올리세요.,충분한 시간·부위가 중요합니다.,쉬움,1
178,손 위생·소독제,상온에 2시간 넘게 놓인 음식,"[""냉장고에 다시 넣어 먹는다"", ""폐기 권장"", ""데우지 않고 먹는다"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,"‘2시간 규칙’과 4℃ 이하 냉장, 교차오염 방지의 기본을 생각해 보세요.",세균 증식 위험이 큽니다.,쉬움,1
179,식품 안전·보관,조리 후 남은 음식 보관,"[""식히지 않고 바로 뚜껑"", ""빨리 식혀 2시간 내 냉장"", ""상온 보관"", ""겉면만 익히거나 따뜻하면 대체로 안전하다""]",2,"‘2시간 규칙’과 4℃ 이하 냉장, 교차오염 방지의 기본을 생각해 보세요.",빠른 냉장으로 안전을 높입니다.,보통,2
180,손 위생·소독제,냉장고 적정 온도,"[""실온"", ""약 4℃ 이하"", ""10℃"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,"‘2시간 규칙’과 4℃ 이하 냉장, 교차오염 방지의 기본을 생각해 보세요.",저온 보관이 세균 증식을 늦춥니다.,보통,2
181,식품 안전·보관,도마·칼 관리,"[""생고기·채소 함께 사용"", ""분리 사용·세척·건조"", ""물만 뿌린다"", ""겉면만 익히거나 따뜻하면 대체로 안전하다""]",2,손 위생·마스크·온도/시간/교차오염 등 기본 위생 원칙을 떠올리세요.,교차 오염을 막습니다.,보통,2
182,손 위생·소독제,해외 여행 전 준비,"[""현지 상황 무시"", ""예방접종·위생 정보 확인"", ""물만 안 마시면 됨"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,손 위생·마스크·온도/시간/교차오염 등 기본 위생 원칙을 떠올리세요.,지역별 감염 위험에 대비합니다.,보통,2
183,식품 안전·보관,기침·콧물 있을 때 마스크,"[""불필요"", ""타인 보호에 도움"", ""해롭다"", ""손바닥으로 막는 것이 가장 효과적이다""]",2,비말 차단을 위해 옷소매(팔꿈치)로 가리거나 올바르게 마스크를 착용하는 방법을 떠올리세요.,비말 전파를 줄입니다.,보통,2
184,손 위생·소독제,다진 고기(패티) 조리,"[""겉만 익히면 됨"", ""속까지 완전히 익히기"", ""레어가 안전"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,내부까지 완전히 익혀야 안전합니다.,내부까지 익혀 식중독을 예방합니다.,보통,2
185,식품 안전·보관,남은 음식 재가열,"[""겉만 따뜻하면 OK"", ""속까지 김이 날 정도로"", ""뜨거운 소스만 추가"", ""겉면만 익히거나 따뜻하면 대체로 안전하다""]",2,음식 ‘내부’까지 김이 날 정도로 충분히 가열합니다.,전체가 충분히 가열되어야 합니다.,보통,2
186,손 위생·소독제,수건·손수건 관리,"[""공동 사용 권장"", ""개인별 사용·완전 건조"", ""젖은 채 보관"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,개인별 사용과 완전 건조가 위생에 중요합니다.,습한 환경은 세균 번식을 돕습니다.,보통,2
187,노인 건강·낙상·탈수,생리통 완화에 도움 되는 방법,"[""술 마시기"", ""온찜질·가벼운 스트레칭"", ""진통제 과다 복용"", ""집안은 어두울수록 눈부심이 줄어 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,온열·가벼운 활동이 증상 완화에 도움됩니다.,쉬움,1
188,노인 건강·낙상·탈수,임산부의 안전벨트 착용,"[""배 위에 띠"", ""골반 아래·어깨띠는 가슴 사이로"", ""하지 않는다"", ""배 위로 띠를 가로질러야 더 안전하다""]",2,"건조 화학물질은 먼저 털어내고, 물/비누로 충분히 씻는 것이 원칙입니다.",태아·산모 모두를 위한 안전한 위치입니다.,쉬움,1
189,노인 건강·낙상·탈수,이유식 시작 시기(일반적),"[""출생 직후"", ""대체로 생후 약 6개월 무렵, 준비 신호 확인 후"", ""돌 이후"", ""생후 3개월부터 이유식을 시작해야 한다""]",2,"보통 생후 약 6개월, ‘준비 신호’를 확인한 뒤 시작합니다.",목 가누기·구강 준비 등 신호를 함께 봅니다.,쉬움,1
190,노인 건강·낙상·탈수,노인의 낙상 예방,"[""조명이 어두울수록 좋다"", ""바닥 정리·미끄럼 방지·충분한 조명"", ""작은 발판 깔기"", ""집안은 어두울수록 눈부심이 줄어 안전하다""]",2,바닥 정리·미끄럼 방지·충분한 조명을 떠올리세요.,환경 정비가 큰 역할을 합니다.,쉬움,1
