id,qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level,created_at,updated_at
86eeff7a-47b8-4bc7-9fd6-1cd0efe36081,67,연령·상황별,낙상 후 목 통증·저림,"[""밥을 크게 삼켜 이물을 아래로 밀어내면 안전하다"",""일으켜 세운다"",""목을 돌려본다"",""머리·목 고정, 119""]",3,이물을 더 깊이 밀지 않도록 억지로 삼키거나 빼지 말고 전문 도움을 받으세요.,척수 손상 예방이 중요합니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
8948b756-9d11-4d6f-9bd1-5ac9e26b9e5d,126,구강·눈·피부,치실/치간칫솔의 필요성,"[""단 음식으로 세척"",""민간요법을 따르면 대부분 저절로 낫는다"",""양치만으로 충분"",""치간 관리가 충치·잇몸병 예방에 도움""]",3,"칫솔이 닿지 않는 틈은 치실/치간칫솔로, 양치는 약 2분-솔 퍼지면 교체하세요.",칫솔이 닿지 않는 틈을 관리합니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
8973e165-fb4c-433c-8e37-c93188c141fb,59,생활 응급,손가락이 완전히/부분 절단됐다.,"[""상처만 압박"",""깨끗한 거즈→비닐봉지→얼음물에 띄워 보관"",""절단부를 얼음에 직접 닿게 둔다"",""강하게 주무르면 뼈가 제자리로 돌아간다""]",1,"깨끗한 물로 씻은 뒤 적절한 소독제를 사용하고, 자극적인 음용 알코올은 피하세요.",직접 얼음 접촉은 조직 손상 위험이 큽니다.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
8a46f2f2-be89-439f-8e4f-7d7e7ac080bd,188,연령·상황별,임산부의 안전벨트 착용,"[""골반 아래·어깨띠는 가슴 사이로"",""민간요법을 따르면 대부분 저절로 낫는다"",""하지 않는다"",""배 위에 띠""]",0,"허리띠는 골반 아래로, 어깨띠는 가슴 사이-배를 가로지르지 않게 착용합니다.",태아·산모 모두를 위한 안전한 위치입니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
8a6eb42f-b913-41f6-a2ed-aafb9586737c,92,약물·의약품 안전,약 보관 장소로 적절한 것은?,"[""욕실"",""겉만 따뜻하면 대체로 안전하다"",""자동차 안"",""직사광선 피한 건조·서늘한 곳""]",3,성분·용량·중복·상호작용·보관 원칙 중 무엇이 핵심인지 라벨과 복약지도로 확인해 보세요.,습기·고온은 약을 변질시킵니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
8ae9818b-b056-427a-b354-266eee8f396f,132,생활 응급,성인 심정지 가슴압박 깊이는?,"[""분당 80~90회로 천천히 압박하는 게 좋다"",""2~3cm"",""5~6cm"",""8~10cm""]",2,"가슴압박은 100~120회/분·깊이 5~6cm·완전 이완, AED 패드 위치와 음성안내를 기억하세요.",성인은 5~6cm 깊이로 100~120회/분이 권장됩니다.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
8afd8d32-ae15-4a5f-8d4b-30df715d4a63,149,생활 응급,일산화탄소 중독 의심(두통·구토·다수 동시 증상),"[""즉시 환기·대피 후 119"",""잠시 누워 쉰다"",""지사제와 항생제를 함께 먹으면 빨리 회복된다"",""향초를 켠다""]",0,감기의 주원인(바이러스)과 항생제가 대상(세균)인 점을 구분해 보세요.,무색무취 독성가스로 즉각 대피가 최우선입니다.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
8c87e42d-be39-49b5-b853-72a3ecbcbaf7,118,민간요법·오해,자살 신호가 걱정될 때,"[""즉시 도움 요청·상담기관 연결"",""민간요법을 따르면 대부분 저절로 낫는다"",""혼자 판단"",""비밀 유지""]",0,"민간요법보다 안전·근거 중심 지침을 우선하고, 절개·불명확한 소독·강한 조작은 피하세요.",생명 안전이 최우선입니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
8d9c667b-c415-46d0-bc4e-393c864a2aaa,152,민간요법·오해,심한 두통과 목 경직·고열 동반,"[""응급평가 필요"",""진통제만 먹고 버틴다"",""밥을 크게 삼켜 이물을 아래로 밀어내면 안전하다"",""찜질만 한다""]",0,이물을 더 깊이 밀지 않도록 억지로 삼키거나 빼지 말고 전문 도움을 받으세요.,중증 감염·뇌막자극 가능성 평가가 필요합니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
8dd1bc42-9d3f-438b-af9a-5eac84950517,155,생활 건강,과일 섭취로 더 좋은 선택은?,"[""통과일(섬유 포함)"",""과일맛 캔디"",""민간요법을 따르면 대부분 저절로 낫는다"",""과일주스""]",0,"균형 잡힌 식단·수분, 규칙적 식사·활동 같은 기본 원칙을 우선하세요.",식이섬유·포만감 면에서 통과일이 유리합니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
8fa3d702-3e8f-4c5e-8fdb-f530f8722892,64,생활 응급,코뼈 손상 의심(붓고 통증),"[""냉찜질·앞으로 숙이고 진료"",""머리를 뒤로 젖혀 피를 목으로 넘기면 빨리 멈춘다"",""온찜질"",""힘줘 맞춘다""]",0,이물을 더 깊이 밀지 않도록 억지로 삼키거나 빼지 말고 전문 도움을 받으세요.,출혈이 있으면 앞쪽 압박도 병행합니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
90729a0d-2797-4734-97aa-ffd897d2f343,85,생활 건강,소금 섭취 줄이는 방법,"[""민간요법을 따르면 대부분 저절로 낫는다"",""국물은 남기기"",""소금 추가"",""젓갈·장아찌 늘리기""]",1,"균형 잡힌 식단·수분, 규칙적 식사·활동 같은 기본 원칙을 우선하세요.",국물에 나트륨이 많습니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
90fb8519-1ffc-45d7-8c68-6722f2d0b16b,114,민간요법·오해,상처 관리 원칙,"[""소주를 붓는 것이 가장 안전한 소독법이다"",""깨끗이 씻고 건조·청결 유지(필요 시 멸균 거즈)"",""흙을 바른다"",""공기에 항상 노출""]",1,"깨끗한 물로 씻은 뒤 적절한 소독제를 사용하고, 자극적인 음용 알코올은 피하세요.",감염 예방이 핵심입니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
92388ea8-8501-4f19-a9c6-e4a385b711ee,21,감염병·위생,피부에 화학물질이 묻었다.,"[""마른 수건으로만 가볍게 닦는다"",""오염된 옷을 벗기고 비누·물로 즉시 씻어낸다"",""식초 등으로 중화제를 바른다"",""수건으로 가볍게만 닦으면 충분하다""]",1,"균형 잡힌 식단·수분, 규칙적 식사·활동 같은 기본 원칙을 우선하세요.",오염 의복 제거 + 물/비누로 세척이 표준입니다(중화제 권장 X).,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
936ae96e-13dc-4715-99e5-f48d7bfc0cd2,160,정신건강·생활습관,취침 전 전자기기 사용은,"[""수면을 깊게 한다"",""완전히 무관"",""가급적 1시간 전 줄이는 게 도움"",""취침 직전 화면을 보면 오히려 숙면에 도움된다""]",2,"취침 1시간 전 스크린·카페인·음주를 줄이고, 일정한 취침/기상 시간을 유지하세요.",블루라이트·각성이 수면을 방해합니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
938665e3-0f15-4a15-8909-049db42fe52a,15,민간요법·오해,쥐어짜는 듯한 가슴 통증·압박감이 10분 이상 지속된다.,"[""집에서 휴식하며 지켜본다"",""민간요법을 따르면 대부분 저절로 낫는다"",""즉시 119에 연락해 도움을 받는다"",""자가운전으로 병원에 간다""]",2,"지연 없이 119 신고가 우선인지, 자가운전·대기인지 판단하세요(응급은 즉시 신고).",심근경색 의심 상황으로 즉시 응급전화가 우선입니다.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
96794917-2adc-4695-9f6e-e5b6b1a16740,69,생활 응급,표백제 등 화학물질을 삼켰다.,"[""억지로 토하게 한다"",""즉시 119/중독상담, 라벨 정보 전달"",""수건으로 가볍게만 닦으면 충분하다"",""우유를 무조건 먹인다""]",1,지사제보다 먼저 수분·전해질 보충으로 탈수를 막는 것이 우선입니다.,유도 구토는 위험할 수 있습니다.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
969675f5-9a4d-4536-a885-e9d48049096d,176,약물·의약품 안전,항생제 복용 중 설사·발진 등 이상반응,"[""증상이 좋아지면 항생제는 스스로 중단해도 된다"",""끝까지 참는다"",""증상 기록 후 의료진 상담"",""약을 임의로 바꾼다""]",2,감기의 주원인(바이러스)과 항생제가 대상(세균)인 점을 구분해 보세요.,부작용·과민반응 가능성 평가가 필요합니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
9789a802-ba41-4109-8657-e0cae6e4f747,110,감염병·위생,기침 예절로 맞는 것은?,"[""옷소매로 입·코 가리기"",""증상이 좋아지면 항생제는 스스로 중단해도 된다"",""손바닥으로 막기"",""고개만 돌리기""]",0,감기의 주원인(바이러스)과 항생제가 대상(세균)인 점을 구분해 보세요.,손바닥은 접촉 전파를 늘립니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
9871baae-12fe-4767-a783-636022fec66a,58,민간요법·오해,코에 작은 이물이 들어갔다.,"[""무리한 조작은 금지, 의료기관 권장"",""방치한다"",""핀셋·면봉을 깊숙이 넣는다"",""밥을 크게 삼켜 이물을 아래로 밀어내면 안전하다""]",0,이물을 더 깊이 밀지 않도록 억지로 삼키거나 빼지 말고 전문 도움을 받으세요.,점막 손상·흡인 위험이 있어요.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
996df6ae-665b-4cf0-9018-8a9049f15a6e,144,생활 응급,화상 직후 착용 중인 반지·시계는?,"[""연고 바르고 빼본다"",""그대로 둔다"",""붙지 않았다면 즉시 제거"",""치약이나 된장을 바르면 화상이 가라앉는다""]",2,"흐르는 차가운 물로 10~20분 식히고, 바르는 민간요법은 피하는 표준 처치를 떠올리세요.",붓기 전에 혈류 방해 물건 제거가 안전합니다.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
99717510-7084-4f9a-b7d1-e26363f87849,197,구강·눈·피부,양치 시간으로 권장되는 것은?,"[""30초"",""5분 이상만"",""약 2분"",""민간요법을 따르면 대부분 저절로 낫는다""]",2,"칫솔이 닿지 않는 틈은 치실/치간칫솔로, 양치는 약 2분-솔 퍼지면 교체하세요.",충분한 시간으로 치면·잇몸 경계를 골고루 닦습니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
9b84effa-9a6c-4fab-a73e-f04963d7395c,83,민간요법·오해,전자담배는 완전히 안전하다?,"[""그렇다"",""전자담배는 완전히 무해하므로 계속 사용해도 된다"",""니코틴·유해물질 위험이 있어 금연이 최선"",""필터 담배만 위험하다""]",2,가장 안전한 선택은 금연입니다. 니코틴·유해물질 노출을 줄이는 관점을 떠올리세요.,가장 안전한 선택은 금연입니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
9c971b46-e0df-4c4d-b098-c48de50058d5,167,약물·의약품 안전,감기약 2가지를 함께 복용하려면,"[""상관없다"",""성분(특히 아세트아미노펜) 중복 여부 확인"",""증상이 좋아지면 항생제는 스스로 중단해도 된다"",""피곤하면 두 배""]",1,감기의 주원인(바이러스)과 항생제가 대상(세균)인 점을 구분해 보세요.,성분 중복은 간·신장에 부담을 줄 수 있습니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
9cc34e0f-c4b9-42a6-a37c-3cf4d1dd3245,48,민간요법·오해,침으로 상처를 소독한다?,"[""소주를 붓는 것이 가장 안전한 소독법이다"",""세균이 많아 위험"",""큰 상처만 위험"",""항균효과가 크다""]",1,"깨끗한 물로 씻은 뒤 적절한 소독제를 사용하고, 자극적인 음용 알코올은 피하세요.",깨끗한 물로 세척 후 적절한 소독제를 사용합니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
9dadfd9b-1288-4a30-be41-d6215c79b3d3,166,생활 건강,노트북 사용 시 목·어깨 부담 줄이기,"[""밥을 크게 삼켜 이물을 아래로 밀어내면 안전하다"",""화면을 낮춰 숙인다"",""소파에 비스듬히"",""화면 눈높이·자세 자주 바꾸기""]",3,이물을 더 깊이 밀지 않도록 억지로 삼키거나 빼지 말고 전문 도움을 받으세요.,자세·높이 조절이 통증 예방에 도움입니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
9e728307-b008-4d5f-99a9-87d80acc2f77,150,생활 응급,정체 모를 액체를 마셨다.,"[""억지 토하기"",""중독상담/119 연락, 라벨 정보 전달"",""우유를 많이 마시기"",""민간요법을 따르면 대부분 저절로 낫는다""]",1,지사제보다 먼저 수분·전해질 보충으로 탈수를 막는 것이 우선입니다.,"유도 구토는 위험, 전문가 지시에 따릅니다.",보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
a02fec57-e23c-4001-b8ee-47f86bcf3906,130,구강·눈·피부,피부 건조 관리,"[""뜨거운 물로 오래 샤워"",""식초나 베이킹소다로 바로 중화하면 안전하다"",""샤워 직후 보습제 도포가 도움"",""비누로 과도하게 문지르기""]",2,"균형 잡힌 식단·수분, 규칙적 식사·활동 같은 기본 원칙을 우선하세요.",수분 증발을 막는 타이밍이 중요합니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
a0400e72-f730-4171-aa3e-346d49591e9b,75,생활 건강,식이섬유가 풍부한 것은?,"[""흰빵"",""설탕"",""민간요법을 따르면 대부분 저절로 낫는다"",""통곡물·채소·콩류""]",3,"균형 잡힌 식단·수분, 규칙적 식사·활동 같은 기본 원칙을 우선하세요.",포만감·장 건강에 도움됩니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
a06a51df-db94-4799-9cae-5abe10f9f996,164,구강·눈·피부,자외선 차단제 사용법으로 옳은 것은?,"[""흐린 날엔 불필요"",""외출 15~30분 전 충분량 도포, 땀·물 접촉 시 덧바름"",""외출 직전 살짝"",""흐린 날에는 차단제를 바를 필요가 전혀 없다""]",1,"외출 15~30분 전 충분량 도포, 땀·물 후 재도포-흐린 날·겨울에도 노출 시 필요합니다.",충분량·재도포가 핵심입니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
a126ec40-3a53-4326-84ce-8ae7149febaf,145,생활 응급,두피가 찢어져 피가 난다.,"[""머리를 젖힌다"",""민간요법을 따르면 대부분 저절로 낫는다"",""상처를 문지른다"",""깨끗한 천으로 강하고 지속 압박""]",3,"깨끗한 물로 씻은 뒤 적절한 소독제를 사용하고, 자극적인 음용 알코올은 피하세요.",직접 압박 지혈이 기본입니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
a1ce2bea-7ad8-4da9-b33b-600e5469709d,139,생활 응급,벌 쏘임 후 전신 두드러기·호흡곤란이 나타난다.,"[""즉시 119, 가능하면 에피네프린 자동주사"",""증상이 좋아지면 항생제는 스스로 중단해도 된다"",""온찜질"",""지켜본다""]",0,감기의 주원인(바이러스)과 항생제가 대상(세균)인 점을 구분해 보세요.,아나필락시스 의심으로 지연 금지입니다.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
a355c06d-9d8a-410b-8b39-67f6af23194e,33,민간요법·오해,화상 부위에 치약/된장을 바르면 좋다?,"[""감염·자극 위험이 있어 권장되지 않는다"",""도움이 된다"",""치약이나 된장을 바르면 화상이 가라앉는다"",""상처가 크면만 안 된다""]",0,"흐르는 차가운 물로 10~20분 식히고, 바르는 민간요법은 피하는 표준 처치를 떠올리세요.",이물·세균으로 상태를 악화시킬 수 있습니다.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
a7f817a3-3495-4d76-a151-af6be60674aa,34,민간요법·오해,배탈·설사 땐 무조건 지사제를 먹는다?,"[""원인 따라 해로울 수 있어 수분·전해질 보충이 우선"",""어린이만 맞다"",""맞다"",""지사제와 항생제를 함께 먹으면 빨리 회복된다""]",0,감기의 주원인(바이러스)과 항생제가 대상(세균)인 점을 구분해 보세요.,"탈수 예방이 최우선, 지사제는 상황에 따라 사용합니다.",보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
a87ce451-a54c-431e-b178-771c99a2d667,99,민간요법·오해,항생제와 피임약 상호작용,"[""일부(예: 리팜핀계)는 영향 가능"",""모든 항생제가 영향 준다"",""전혀 없다"",""증상이 좋아지면 항생제는 스스로 중단해도 된다""]",0,감기의 주원인(바이러스)과 항생제가 대상(세균)인 점을 구분해 보세요.,개별 약 정보를 확인하세요.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
ac81e19a-af5a-4798-964a-869bcb84b76d,108,민간요법·오해,달걀·가금류 안전 섭취,"[""껍데기 깨끗하면 생식 OK"",""민간요법을 따르면 대부분 저절로 낫는다"",""완전히 익혀 먹는 것이 안전"",""반숙·생식은 항상 안전""]",3,"민간요법보다 안전·근거 중심 지침을 우선하고, 절개·불명확한 소독·강한 조작은 피하세요.",살모넬라 등 위험을 줄입니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
acd1c242-872c-4061-b40e-75bcff35e3ac,70,생활 응급,가스 냄새가 진하게 난다.,"[""민간요법을 따르면 대부분 저절로 낫는다"",""전등을 켠다"",""불꽃 금지·환기·밸브 잠그고 밖으로 대피 후 신고"",""향초로 냄새 제거""]",2,즉시 환기·밸브 차단·대피 후 119에 연락하세요(점화원 금지).,점화원 차단이 최우선입니다.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
acee005c-5eec-4721-9305-c6328a90beee,27,감염병·위생,비누/물 없을 때 사용할 손소독제 조건은?,"[""소주를 붓는 것이 가장 안전한 소독법이다"",""60% 이상"",""알코올 20% 이상"",""40% 이상""]",1,"깨끗한 물로 씻은 뒤 적절한 소독제를 사용하고, 자극적인 음용 알코올은 피하세요.",알코올 ≥60% 제품을 사용합니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
adc6e8ff-a869-4c07-b464-91da8c688fad,4,생활 응급,들에서 뱀에 물렸다. 무엇이 옳은가?,"[""상처를 절개해 피를 빼고 지혈대를 꽉 묶는다"",""움직임 최소화·사지 고정 후 즉시 의료기관으로 이동"",""상처를 칼로 절개해 독을 짜내면 된다"",""상처를 입으로 빨아낸다""]",1,독이 퍼지지 않도록 ‘움직임 최소화·사지 고정'이 핵심입니다. 절개·빨기는 금지예요.,"움직임 최소화와 사지 고정이 핵심, 지혈대·절개·입으로 빨기는 금지입니다.",보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
b21eea9c-afe1-4bd8-b23e-ae8caaeff93a,156,정신건강·생활습관,밤 늦은 과식·야식은,"[""수면에 도움"",""전혀 영향 없음"",""소화·수면에 방해"",""민간요법을 따르면 대부분 저절로 낫는다""]",2,"취침 1시간 전 스크린·카페인·음주를 줄이고, 일정한 취침/기상 시간을 유지하세요.",위장 부담과 수면의 질 저하가 생길 수 있어요.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
b2afce79-5342-4d48-94b3-1a251df21b14,91,약물·의약품 안전,어린이 해열제 사용 원칙,"[""체중 기반 용량을 지킨다"",""성인 용량을 준다"",""민간요법을 따르면 대부분 저절로 낫는다"",""무제한 투여""]",0,"균형 잡힌 식단·수분, 규칙적 식사·활동 같은 기본 원칙을 우선하세요.",과소·과다 복용 모두 위험합니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
b2c2073f-f23a-4c9a-8626-dd17d0cd9401,82,민간요법·오해,비타민 D에 대한 설명,"[""햇빛은 무의미"",""적당한 햇빛·식품·보충제로 보완 가능"",""민간요법을 따르면 대부분 저절로 낫는다"",""보충제만 답""]",0,호흡·운동·수면·낮 시간 햇빛 노출 등 기본 생활 리듬을 점검해 보세요.,과·소 노출 모두 주의가 필요합니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
b3f5346f-9d4a-400b-8d68-741662437a11,147,생활 응급,물에서 건져 올린 뒤 기침하며 호흡은 있다.,"[""증상이 좋아지면 항생제는 스스로 중단해도 된다"",""음료를 마시게 한다"",""배를 눌러 물을 뺀다"",""호흡·의식 확인, 젖은 옷 제거·보온, 경과 관찰""]",3,감기의 주원인(바이러스)과 항생제가 대상(세균)인 점을 구분해 보세요.,"호흡·보온 유지, 악화 시 119입니다.",어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
b5565248-5045-4b76-b73e-17c061497a63,41,정신건강·생활습관,술은 잠을 ‘더' 잘 자게 해 수면의 질을 높인다?,"[""잠드는 데는 도움될 수 있어도 수면의 질은 떨어뜨린다"",""전혀 영향 없다"",""취침 직전 화면을 보면 오히려 숙면에 도움된다"",""그렇다""]",0,"취침 1시간 전 스크린·카페인·음주를 줄이고, 일정한 취침/기상 시간을 유지하세요.",단절·각성 증가로 숙면을 방해합니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
b689dc74-09ef-45fd-b043-560a81936750,47,민간요법·오해,해열제는 체온을 꼭 36.5도로 ‘완전히' 내려야 한다?,"[""열은 절대 내리면 안 된다"",""불편·통증 조절이 목적, 적정 용량으로 증상 조절"",""그렇다"",""민간요법을 따르면 대부분 저절로 낫는다""]",1,이물을 더 깊이 밀지 않도록 억지로 삼키거나 빼지 말고 전문 도움을 받으세요.,‘편안함'이 목표입니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
b92b5345-7caa-4280-9a34-9e53a3747c60,68,생활 응급,코에 벌레가 들어갔다.,"[""스프레이로 강하게 분사"",""과도한 조작 금지, 의료기관 권장"",""면봉으로 밀어낸다"",""상처를 칼로 절개해 독을 짜내면 된다""]",1,독이 퍼지지 않도록 ‘움직임 최소화·사지 고정'이 핵심입니다. 절개·빨기는 금지예요.,점막 손상·흡인 위험.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
ba18952b-e3dd-434b-ba68-9933824a2b6f,36,생활 응급,벌에 쏘이면 침을 입으로 빨아낸다?,"[""상처를 칼로 절개해 독을 짜내면 된다"",""감염 위험이 있어 금지, 재빨리 제거 후 냉찜질"",""뜨거운 찜질이 최고"",""유용하다""]",1,독이 퍼지지 않도록 ‘움직임 최소화·사지 고정'이 핵심입니다. 절개·빨기는 금지예요.,긁어내듯 안전하게 제거하고 증상 관찰이 필요합니다.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
bc258493-3bba-46a0-8691-7ebbe783f744,185,감염병·위생·식품 안전,남은 음식 재가열,"[""겉만 따뜻하면 OK"",""속까지 김이 날 정도로"",""뜨거운 소스만 추가"",""겉만 따뜻하면 대체로 안전하다""]",1,"‘2시간 규칙', 4℃ 이하 냉장, 내부까지 충분 가열, 교차오염 방지 원칙을 떠올리세요.",전체가 충분히 가열되어야 합니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
bf1c1a62-7db2-49ad-b3cb-89983810f8b0,162,민간요법·오해,변비 예방에 도움 되는 것은?,"[""식이섬유·수분·활동 늘리기"",""민간요법을 따르면 대부분 저절로 낫는다"",""섬유 줄이기"",""무조건 지사제""]",0,"균형 잡힌 식단·수분, 규칙적 식사·활동 같은 기본 원칙을 우선하세요.",섬유+수분+움직임이 기본입니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
c1807133-09c9-4eba-a958-3d1e391105b3,177,감염병·위생,올바른 손 씻기,"[""민간요법을 따르면 대부분 저절로 낫는다"",""물만 묻히기"",""손바닥·등·손가락 사이·손톱 밑까지 20초 이상"",""손바닥만""]",2,"손바닥·등·사이·손톱 밑까지 20초 이상 문지르거나, 알코올≥60% 소독제를 마를 때까지 문지릅니다.",충분한 시간·부위가 중요합니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
c18edb52-005a-450d-8530-35636bb70ab2,169,구강·눈·피부,점안제 사용 시 주의,"[""병 끝이 눈·피부에 닿지 않게"",""민간요법을 따르면 대부분 저절로 낫는다"",""가족끼리 함께 사용"",""병 끝을 눈에 대야 한다""]",0,비비지 말고 ‘세척·보습·오염 방지' 같은 기본 원칙을 떠올리세요.,오염을 막아 감염 위험을 줄입니다.,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
c30e6ce7-5c7b-4a83-8350-372f7864ef1e,81,생활 건강,장시간 앉아 있을 때,"[""30~60분마다 일어나 가볍게 움직인다"",""민간요법을 따르면 대부분 저절로 낫는다"",""스트레칭은 해롭다"",""하루 종일 앉아도 무관""]",0,균형 잡힌 식단·수분·활동·자세 같은 기본 생활 습관이 핵심인지 점검해 보세요.,혈액순환·근골격 부담을 줄입니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
c457d6e3-5a99-4808-b331-b2940ac5ac0c,2,생활 응급,가벼운 열탕·접촉 화상 직후 가장 먼저 할 일은?,"[""치약/버터를 바른다"",""얼음을 직접 대어 식힌다"",""흐르는 차가운 물로 10~20분 식힌다"",""치약이나 된장을 바르면 화상이 가라앉는다""]",2,"흐르는 차가운 물로 10~20분 식히고, 바르는 민간요법은 피하는 표준 처치를 떠올리세요.",차가운 물로 충분히 식히는 것이 표준 응급처치입니다(얼음·연고 금지).,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
c5eebb8d-372b-4cc7-9221-7f63fc5af423,29,생활 응급,상처가 길게 났는데 계속 피가 난다.,"[""소주를 붓는 것이 가장 안전한 소독법이다"",""흐르는 물로 씻고 지속 압박하여 지혈한다"",""소금물에 담가둔다"",""파스를 붙인다""]",1,"깨끗한 물로 씻은 뒤 적절한 소독제를 사용하고, 자극적인 음용 알코올은 피하세요.",직접 압박 지혈이 기본(오염 제거 포함).,보통,2,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
c669ed39-193a-43d3-b0ef-67681ab8a8a4,123,생활 응급,햇빛과 기분,"[""밤 햇빛만 좋다"",""해롭기만 하다"",""민간요법을 따르면 대부분 저절로 낫는다"",""낮 시간 적정 노출이 기분에 도움""]",3,"흐르는 차가운 물로 10~20분 식히고, 바르는 민간요법은 피하는 표준 처치를 떠올리세요.",과다 노출·화상은 주의하세요.,어려움,3,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
c743ce2e-22ef-473f-83ca-5fda21ab112b,106,감염병·위생·식품 안전,생고기와 채소 조리는?,"[""손 씻을 필요 없음"",""교차오염 방지 위해 분리 사용"",""같은 도마·칼 사용"",""민간요법을 따르면 대부분 저절로 낫는다""]",1,"‘2시간 규칙', 4℃ 이하 냉장, 내부까지 충분 가열, 교차오염 방지 원칙을 떠올리세요.",세균 전파를 줄입니다.,쉬움,1,2025-10-23 02:21:14.886447+00,2025-10-23 02:21:14.886447+00
